238,243
243,243
235,233
233,239
231,238
232,240
235,248
234,244
249,258
256,258
256,243
246,277
256,277
256,284
244,283
243,293
256,295
248,296
256,297
256,291
247,288
245,279
256,283
242,264
256,275
256,223
245,215
256,211
246,209
234,254
240,262
234,216
236,222
240,276
233,229
235,225
256,210
246,209
238,220
237,213
239,198
238,199
231,204
232,202
220,180
220,180
220,180
220,180
227,195
227,191
223,198
223,190
219,184
218,187
219,194
231,168
231,168
231,168
230,168
222,192
212,181
207,181
203,159
204,159
204,160
204,159
213,187
208,188
199,173
204,174
200,165
194,163
184,138
185,138
185,138
184,138
203,182
198,171
198,180
193,170
199,161
193,158
192,162
197,166
193,148
199,151
199,140
195,137
193,156
195,142
197,155
198,143
198,118
196,118
196,119
198,119
197,109
196,109
196,109
197,109
225,191
223,194
227,192
219,192
221,184
221,184
220,188
220,184
219,184
228,184
227,181
225,182
223,178
229,175
228,175
227,175
226,174
207,175
206,177
200,173
201,177
202,166
203,167
198,166
199,167
187,162
183,168
189,160
185,162
184,147
181,147
184,147
181,147
205,116
204,116
204,116
205,116
169,89
169,89
169,89
168,89
178,145
179,141
174,146
176,141
169,133
171,129
165,133
167,129
167,112
169,111
164,111
166,110
198,142
204,144
200,144
205,146
203,128
207,129
204,128
207,129
210,205
223,209
227,209
226,215
240,238
256,227
256,235
234,254
235,239
256,231
256,226
237,236
256,222
237,228
256,210
243,218
256,206
241,209
256,298
239,279
236,314
256,326
245,331
256,339
256,233
256,255
253,255
252,233
256,269
253,271
256,283
246,281
256,296
246,291
244,302
256,305
256,321
245,317
256,333
249,328
228,291
227,283
241,316
231,315
227,328
235,355
233,359
230,329
235,363
240,329
242,363
246,359
245,328
243,355
222,283
245,321
242,321
241,339
247,339
239,352
243,352
243,348
243,333
246,333
245,337
244,337
247,334
248,337
242,337
242,341
242,341
241,340
247,341
247,341
245,340
242,341
242,341
248,341
248,341
244,340
248,340
240,352
244,352
244,352
244,352
248,357
249,352
244,358
243,358
240,357
248,353
248,352
240,353
244,353
243,353
243,318
246,318
241,294
240,299
236,290
237,286
242,303
239,295
246,286
248,294
235,272
247,272
238,288
233,279
246,279
246,290
248,299
244,288
246,295
245,303
234,279
228,264
234,254
233,265
226,233
233,230
248,213
256,211
256,219
252,220
252,224
253,225
256,225
256,226
256,228
253,228
253,228
256,229
213,218
223,215
224,227
236,242
235,241
234,241
235,242
245,348
242,320
242,334
247,320
241,394
237,394
236,416
244,416
232,435
239,435
238,430
238,408
243,408
242,412
240,412
244,410
245,412
237,412
237,418
237,418
236,416
244,418
244,418
242,416
237,418
237,418
245,418
245,418
240,416
245,416
235,434
239,435
239,434
240,434
244,442
247,435
239,445
238,445
234,442
245,436
245,434
235,436
240,436
239,436
238,389
243,389
240,430
237,391
236,410
244,391
273,243
278,239
276,233
268,243
279,240
280,238
277,244
276,248
262,258
265,277
268,293
267,283
263,296
266,279
264,288
269,264
266,215
265,209
271,262
277,254
275,222
277,216
271,276
276,225
278,229
265,209
274,213
273,220
273,199
272,198
280,204
279,202
291,180
291,180
291,180
291,180
284,191
284,195
288,198
288,190
293,187
292,184
292,194
280,168
281,168
280,168
280,168
289,192
304,181
299,181
307,160
307,159
308,159
307,159
298,187
303,188
312,173
317,163
311,165
307,174
327,138
327,138
326,138
326,138
313,171
308,182
318,170
313,180
318,158
312,161
319,162
314,166
318,148
316,137
312,140
312,151
318,156
316,142
313,143
314,155
315,118
313,118
315,119
313,119
315,109
314,109
315,109
314,109
288,194
286,191
284,192
292,192
290,184
290,184
291,184
291,188
292,184
284,181
283,184
286,182
288,178
283,175
282,175
284,175
285,174
305,177
304,175
311,173
310,177
308,167
309,166
313,166
312,167
328,168
324,162
322,160
326,162
330,147
327,147
327,147
330,147
307,116
307,116
306,116
306,116
342,89
343,89
342,89
342,89
332,141
333,145
337,146
335,141
340,129
342,133
346,133
344,129
342,111
344,112
347,111
345,110
307,144
313,142
311,144
306,146
304,129
308,128
307,128
304,129
284,209
288,209
301,205
285,215
271,238
277,254
276,239
274,236
274,228
268,218
270,209
275,314
272,279
266,331
259,233
258,255
258,271
265,281
265,291
267,302
266,317
262,328
284,283
283,291
270,316
280,315
284,328
278,359
276,355
281,329
276,363
265,359
269,363
271,329
266,328
268,355
289,283
266,321
264,339
270,339
269,321
272,352
268,348
268,352
268,333
267,337
266,337
265,333
263,337
264,334
269,337
270,340
269,341
269,341
266,340
264,341
264,341
269,341
269,341
263,341
263,341
267,340
263,340
271,352
267,352
267,352
267,352
262,352
263,357
267,358
268,358
271,357
263,352
263,353
271,353
267,353
268,353
268,318
265,318
270,294
274,286
275,290
271,299
272,295
269,303
265,286
263,294
264,272
276,272
278,279
273,288
265,290
265,279
263,299
265,295
267,288
266,303
283,264
277,279
277,254
285,233
278,265
278,230
263,213
259,220
259,224
258,225
258,228
258,228
288,215
298,218
287,227
275,242
276,242
277,241
276,241
266,348
269,334
269,320
264,320
270,394
267,416
275,416
274,394
279,435
273,430
272,435
273,408
271,412
269,412
268,408
266,412
267,410
274,412
275,416
274,418
274,418
269,416
267,418
267,418
274,418
274,418
266,418
266,418
271,416
266,416
276,434
272,434
272,435
271,434
264,435
267,442
272,445
273,445
277,442
266,434
266,436
276,436
271,436
272,436
273,389
268,389
271,430
275,410
274,391
267,391
